frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
37,2.1786,histogram,pid,0,1,0,1.0,153.4262,12.4473,294.4051,-6.5738,-6.9933,-0.2618,STOP,-0.1643,-0.1078,0.0104,0.0,0.0,32.3861,17.1363,58.3557,0.8112,1.8565,0.7334,1.2477,0.0511,5.1332,0.1694,40.4639
38,2.1968,histogram,pid,0,1,0,1.0,154.2883,12.4473,296.1293,-5.7117,-6.6088,-0.2419,STOP,-0.1428,-0.1113,0.0122,0.0,0.0,39.6306,65.35,15.3022,0.4534,1.8466,0.5507,2.3664,0.0502,4.5263,0.1509,0.0
39,2.2131,histogram,pid,0,1,0,1.0,154.2883,12.4473,296.1293,-5.7117,-6.3397,-0.2465,STOP,-0.1428,-0.1123,0.0086,0.0,0.0,55.9628,18.0491,55.4045,0.4864,1.0986,0.3888,1.1132,0.0582,4.7949,0.2043,0.0
40,2.2793,histogram,pid,0,1,0,1.0,153.8464,12.4473,295.2456,-6.1536,-6.2839,-0.2713,STOP,-0.1538,-0.1132,-0.0042,0.0,0.0,31.0994,16.1817,61.7983,0.4887,1.0961,0.3843,1.147,0.0669,4.9758,0.1558,43.0036
41,2.2955,histogram,pid,0,1,0,1.0,153.8365,12.4473,295.2258,-6.1635,-6.2477,-0.2742,STOP,-0.1541,-0.1171,-0.003,0.0,0.0,30.4675,66.6755,14.998,0.4215,1.0941,0.4322,1.1281,0.0518,4.4794,0.1496,0.0
42,2.3133,histogram,pid,0,1,0,1.0,152.9681,12.4473,293.4889,-7.0319,-6.483,-0.3164,STOP,-0.1758,-0.1181,-0.0225,0.0,0.0,26.4605,16.0101,62.4607,0.4931,1.3748,0.4354,1.1146,0.0936,5.6144,0.1529,0.0
43,2.3785,histogram,pid,0,1,0,1.0,152.9681,12.4473,293.4889,-7.0319,-6.6477,-0.3109,STOP,-0.1758,-0.1193,-0.0157,0.0,0.0,42.605,18.2223,54.8779,0.426,1.0301,0.3837,1.0143,0.0511,4.4022,0.1448,41.3157
44,2.3937,histogram,pid,0,1,0,1.0,154.5312,12.4473,296.6151,-5.4688,-6.294,-0.2612,STOP,-0.1367,-0.1226,-0.0019,0.0,0.0,17.4841,64.2905,15.5544,0.443,1.0156,0.3876,0.9966,0.1199,4.3081,0.1492,0.0
45,2.4103,histogram,pid,0,1,0,1.0,154.5312,12.4473,296.6151,-5.4688,-6.0465,-0.2615,STOP,-0.1367,-0.1234,-0.0013,0.0,0.0,34.1012,15.4985,64.5222,0.4591,1.0485,0.4547,1.1583,0.069,5.1094,0.1493,0.0
46,2.4804,histogram,pid,0,1,0,1.0,154.5312,12.4473,296.6151,-5.4688,-5.8732,-0.262,STOP,-0.1367,-0.1243,-0.0009,0.0,0.0,51.2042,17.426,57.3856,0.4335,1.1221,0.3838,1.1691,0.0528,4.8963,0.1697,47.7202
